"","Date","Adj.Close","Volume","SMA_50","GSPC.Adjusted","rsi"
"151","2003-01-03",0.226145,147453600,0.23251702,908.590026855469,46.2137295615062
"152","2003-01-06",0.226145,390532800,0.23252308,929.010009765625,46.2137295615062
"153","2003-01-07",0.225387,342344800,0.23257166,922.929992675781,46.0644624330188
"154","2003-01-08",0.220833,229644800,0.23230756,909.929992675781,45.170198287542
"155","2003-01-09",0.222807,215252800,0.23202526,927.570007324219,45.6368947020252
"156","2003-01-10",0.223413,175100800,0.2318067,927.570007324219,45.78169793548
"157","2003-01-13",0.222048,178942400,0.23139692,926.260009765625,45.5033380709711
"158","2003-01-14",0.221744,186860800,0.23095374,931.659973144531,45.4407072218187
"159","2003-01-15",0.219012,371128800,0.23036788,918.219970703125,44.8733160759065
"160","2003-01-16",0.221895,559070400,0.2296788,914.599975585938,45.6047639948443
"161","2003-01-17",0.214004,266761600,0.22882886,901.780029296875,43.9749949467918
"162","2003-01-21",0.212789,253456000,0.2278575,887.619995117188,43.7295734305377
"163","2003-01-22",0.210664,215140800,0.22721398,878.359985351562,43.2981929750947
"164","2003-01-23",0.215066,228256000,0.22670706,887.340026855469,44.4564320975459
"165","2003-01-24",0.209451,305468800,0.22629426,861.400024414062,43.3049119019862
"166","2003-01-27",0.214458,391406400,0.22583588,847.47998046875,44.6104749212376
"167","2003-01-28",0.221289,286255200,0.2255293,858.539978027344,46.330480777346
"168","2003-01-29",0.226601,373044000,0.22511344,864.359985351562,47.6213169518992
"169","2003-01-30",0.217342,407058400,0.22461864,844.609985351562,45.6678964266493
"170","2003-01-31",0.21795,341224800,0.22422708,855.700012207031,45.8167587231334
"171","2003-02-03",0.222503,264784800,0.2240419,860.320007324219,46.9284627200334
"172","2003-02-04",0.221592,317413600,0.2237596,848.200012207031,46.7326695757394
"173","2003-02-05",0.219316,221614400,0.22318286,843.590026855469,46.2408901753019
"174","2003-02-06",0.219012,179149600,0.22270324,838.150024414062,46.1747922845332
"175","2003-02-07",0.214763,269701600,0.22215078,829.690002441406,45.2503992348748
"176","2003-02-10",0.217798,167888000,0.22182902,835.969970703125,46.0376930868083
"177","2003-02-11",0.217798,164780000,0.22141316,829.200012207031,46.0376930868083
"178","2003-02-12",0.218405,228687200,0.22107622,818.679992675781,46.1987600271624
"179","2003-02-13",0.220682,208493600,0.22088196,817.369995117188,46.8066398565799
"180","2003-02-14",0.222654,243297600,0.22073322,834.890014648438,47.3327119064642
"181","2003-02-18",0.231762,290897600,0.2208243,851.169982910156,49.6771738664501
"182","2003-02-19",0.225387,240368800,0.22089108,845.130004882812,48.1464092336964
"183","2003-02-20",0.224172,224352800,0.22083644,837.099975585938,47.8596792451343
"184","2003-02-21",0.227663,157444000,0.22091232,848.169982910156,48.7546795238985
"185","2003-02-24",0.223717,180252800,0.2207484,832.580017089844,47.8080117584053
"186","2003-02-25",0.227967,188641600,0.22060574,838.570007324219,48.8983510516211
"187","2003-02-26",0.220075,217095200,0.2203963,827.549987792969,47.036364437534
"188","2003-02-27",0.225538,154341600,0.22041754,837.280029296875,48.4237571007507
"189","2003-02-28",0.227815,195098400,0.2204661,841.150024414062,48.9920022149462
"190","2003-03-03",0.222351,203761600,0.22033556,834.809997558594,47.7049621935843
"191","2003-03-04",0.220985,126414400,0.22033252,821.989990234375,47.3874389085838
"192","2003-03-05",0.221895,126683200,0.22046,829.849975585938,47.6245161270031
"193","2003-03-06",0.220985,99859200,0.22058748,822.099975585938,47.4065381855141
"194","2003-03-07",0.22053,200984000,0.22059962,828.890014648438,47.2959907061278
"195","2003-03-10",0.218101,134573600,0.22060264,807.47998046875,46.7036319453115
"196","2003-03-11",0.215976,161190400,0.22055102,800.72998046875,46.1871149007576
"197","2003-03-12",0.215825,222560800,0.2205996,804.190002441406,46.1500312097059
"198","2003-03-13",0.223413,335445600,0.2207969,831.900024414062,48.2754493075409
"199","2003-03-14",0.224325,153098400,0.22093352,833.27001953125,48.5243824955023
"200","2003-03-17",0.227815,399912800,0.22099726,862.789978027344,49.4749622566122
"201","2003-03-18",0.227663,229980800,0.22102762,866.450012207031,49.4343578636759
"202","2003-03-19",0.226904,141316000,0.2210428,874.02001953125,49.2287109976422
"203","2003-03-20",0.226297,163178400,0.221061,875.669982910156,49.0621985240254
"204","2003-03-21",0.227663,297948000,0.2211976,895.789978027344,49.4548499935801
"205","2003-03-24",0.218101,161100800,0.22110348,864.22998046875,46.8736943074733
"206","2003-03-25",0.220833,167697600,0.22105188,874.739990234375,47.6698991152769
"207","2003-03-26",0.218708,178343200,0.22098508,869.950012207031,47.1095080906476
"208","2003-03-27",0.219923,122393600,0.22094866,868.52001953125,47.4696891748344
"209","2003-03-28",0.221137,145303200,0.22099116,863.5,47.8322064814819
"210","2003-03-31",0.214611,256659200,0.22084548,848.179992675781,46.0881954759676
"211","2003-04-01",0.214914,154341600,0.22086368,858.47998046875,46.1812850812242
"212","2003-04-02",0.221592,171371200,0.22103974,880.900024414062,48.1903220712767
"213","2003-04-03",0.219467,145712000,0.2212158,876.450012207031,47.6132376205025
"214","2003-04-04",0.218708,146020000,0.22128864,878.849975585938,47.4063187957201
"215","2003-04-07",0.219923,196862400,0.22149808,879.929992675781,47.776904439275
"216","2003-04-08",0.219316,128934400,0.22159524,878.289978027344,47.6058790683623
"217","2003-04-09",0.21537,146725600,0.22147686,865.989990234375,46.5013444131738
"218","2003-04-10",0.218101,107100000,0.22130686,871.580017089844,47.3639729688553
"219","2003-04-11",0.200343,1392708800,0.22096688,868.299987792969,42.7875432974959
"220","2003-04-14",0.206111,502958400,0.2207301,885.22998046875,44.5628244001077
"221","2003-04-15",0.203227,303968000,0.22034458,890.809997558594,43.8683240664349
"222","2003-04-16",0.200951,1016176000,0.21993176,879.909973144531,43.3245333483882
"223","2003-04-17",0.19913,616257600,0.21952804,893.580017089844,42.8903934234638
"224","2003-04-21",0.199433,152320000,0.21913646,892.010009765625,42.9875083875391
"225","2003-04-22",0.205049,300568800,0.21894218,911.369995117188,44.7613994738994
"226","2003-04-23",0.206111,209680800,0.21870844,919.02001953125,45.0912243006288
"227","2003-04-24",0.203986,325108000,0.2184322,911.429992675781,44.5483816791409
"228","2003-04-25",0.20262,205318400,0.2181165,898.809997558594,44.199365317653
"229","2003-04-28",0.210361,636798400,0.21791008,914.840026855469,46.6178507688979
"230","2003-04-29",0.213396,458236800,0.21772492,917.840026855469,47.527810147923
"231","2003-04-30",0.215825,458175200,0.21740618,916.919982910156,48.2482443518369
"232","2003-05-01",0.21795,342759200,0.21725744,916.299987792969,48.8747919695877
"233","2003-05-02",0.219316,321182400,0.21716032,930.080017089844,49.2775826089981
"234","2003-05-05",0.244206,1555708000,0.21749118,926.549987792969,55.7590322949713
"235","2003-05-06",0.265607,1514492000,0.21832898,934.390014648438,60.2188443264199
"236","2003-05-07",0.267884,1054379200,0.21912732,929.619995117188,60.649518283159
"237","2003-05-08",0.273196,687736000,0.22018974,920.27001953125,61.6381958617901
"238","2003-05-09",0.277749,588386400,0.22123396,933.409973144531,62.4630502419312
"239","2003-05-12",0.281696,419372800,0.22231158,945.109985351562,63.1635477695328
"240","2003-05-13",0.283365,446796000,0.22353186,942.299987792969,63.4578944781112
"241","2003-05-14",0.281544,355488000,0.22474304,939.280029296875,62.8983000450669
"242","2003-05-15",0.284275,284995200,0.22599064,946.669982910156,63.3923359199135
"243","2003-05-16",0.285338,341628000,0.2272777,944.299987792969,63.5847713990223
"244","2003-05-19",0.274713,445888800,0.22836136,920.77001953125,60.3477245352239
"245","2003-05-20",0.270009,416220000,0.22939952,919.72998046875,58.990782009711
"246","2003-05-21",0.270919,305009600,0.23049838,923.419982910156,59.1720436521612
"247","2003-05-22",0.276838,178460800,0.23171864,931.869995117188,60.3352838791981
"248","2003-05-23",0.278053,206718400,0.23281144,933.219970703125,60.5705107459704
"249","2003-05-27",0.286552,290130400,0.23405598,951.47998046875,62.1723775781065
"250","2003-05-28",0.277446,339679200,0.2350486,953.219970703125,59.5284148222664
"251","2003-05-29",0.274713,333765600,0.2359896,949.640014648438,58.7632253572267
"252","2003-05-30",0.272437,382748800,0.23690026,963.590026855469,58.1281376705215
"253","2003-06-02",0.264848,418588800,0.23767128,967,56.0665756794527
"254","2003-06-03",0.262723,360858400,0.23837248,971.559997558594,55.5041733860147
"255","2003-06-04",0.267125,271202400,0.23935296,986.239990234375,56.4280818861582
"256","2003-06-05",0.267732,205497600,0.24029094,990.140014648438,56.554987053094
"257","2003-06-06",0.260295,241388000,0.24112268,987.760009765625,54.567573875009
"258","2003-06-09",0.254831,259952000,0.24182084,975.929992675781,53.166798182788
"259","2003-06-10",0.260751,176646400,0.24261312,984.840026855469,54.4591660105413
"260","2003-06-11",0.264848,225114400,0.24361786,997.47998046875,55.3298079003087
"261","2003-06-12",0.269705,252588000,0.24471368,998.510009765625,56.3393070403905
"262","2003-06-13",0.264392,191245600,0.24556968,988.609985351562,54.9532071673994
"263","2003-06-16",0.277294,238526400,0.24672622,1010.73999023438,57.541899564114
"264","2003-06-17",0.276079,177464000,0.24787364,1011.65997314453,57.2259841005476
"265","2003-06-18",0.290195,454983200,0.24927908,1010.09002685547,59.8407560118256
"266","2003-06-19",0.290498,381528000,0.25070272,994.700012207031,59.8945315350564
"267","2003-06-20",0.291409,356546400,0.2522235,995.690002441406,60.0582589057397
"268","2003-06-23",0.289284,307361600,0.25364716,981.640014648438,59.4798840583177
"269","2003-06-24",0.285034,514382400,0.25534098,983.450012207031,58.3334262777442
"270","2003-06-25",0.28974,329812000,0.25701356,975.320007324219,59.2214395848971
"271","2003-06-26",0.292775,161705600,0.25880452,985.820007324219,59.7855738569863
"272","2003-06-27",0.284275,365792000,0.260471,976.219970703125,57.5120845464516
"273","2003-06-30",0.289284,222152000,0.26227408,974.5,58.4619301526362
"274","2003-07-01",0.28974,180992000,0.26408022,982.320007324219,58.5479368689134
"275","2003-07-02",0.292471,325298400,0.26582866,993.75,59.0665268472472
"276","2003-07-03",0.290346,137771200,0.26751336,985.700012207031,58.4857683254152
"277","2003-07-07",0.301577,286272000,0.26946518,1004.41998291016,60.5764058670025
"278","2003-07-08",0.309622,256737600,0.27160522,1007.84002685547,61.975994837382
"279","2003-07-09",0.301882,213645600,0.27343564,1002.21002197266,59.888545281209
"280","2003-07-10",0.297176,170934400,0.27511124,988.700012207031,58.662933896802
"281","2003-07-11",0.301274,136858400,0.27682022,998.140014648438,59.4012382930067
"282","2003-07-14",0.302033,188406400,0.27850188,1003.85998535156,59.5378322283578
"283","2003-07-15",0.297632,206645600,0.2800682,1000.41998291016,58.3757481764572
"284","2003-07-16",0.301577,250930400,0.28121562,994.090026855469,59.1059157760456
"285","2003-07-17",0.317211,751212000,0.2822477,981.72998046875,61.8142259303395
"286","2003-07-18",0.316604,298838400,0.2832221,993.320007324219,61.6524885848272
"287","2003-07-21",0.312809,183808800,0.28401436,978.799987792969,60.6402558287446
"288","2003-07-22",0.315693,198424800,0.28477324,988.109985351562,61.1351581795375
"289","2003-07-23",0.315541,143035200,0.28545014,988.609985351562,61.0938067380201
"290","2003-07-24",0.311292,229236000,0.28600868,981.599975585938,59.9381965467339
"291","2003-07-25",0.326925,216686400,0.2869163,998.679992675781,62.5940910720235
"292","2003-07-28",0.318576,170357600,0.28760232,996.52001953125,60.4117498081263
"293","2003-07-29",0.314479,197120000,0.28818514,989.280029296875,59.3749268715737
"294","2003-07-30",0.307801,173594400,0.2888469,987.489990234375,57.7273051696253
"295","2003-07-31",0.319943,301464800,0.28984558,990.309997558594,59.7971545845762
"296","2003-08-01",0.314631,149604000,0.29071982,980.150024414062,58.5180325737493
"297","2003-08-04",0.321916,230115200,0.29162138,982.820007324219,59.7236440803571
"298","2003-08-05",0.309319,249440800,0.2922467,965.460021972656,56.8102800525516
"299","2003-08-06",0.297936,245464800,0.29247438,967.080017089844,54.3649234315407
"300","2003-08-07",0.302489,174378400,0.29297524,974.119995117188,55.1528168045894
"301","2003-08-08",0.298087,137659200,0.29344272,977.590026855469,54.2291844430211
"302","2003-08-11",0.29839,137228000,0.29396178,980.590026855469,54.2830372701294
"303","2003-08-12",0.298998,164438400,0.29464478,990.349975585938,54.3926992131142
"304","2003-08-13",0.306283,284099200,0.29551598,984.030029296875,55.6927498510992
"305","2003-08-14",0.303095,192780000,0.29623538,990.510009765625,54.9928984327452
"306","2003-08-15",0.299149,125865600,0.29686372,990.669982910156,54.1334613240038
"307","2003-08-18",0.308711,192774400,0.29783204,999.739990234375,55.8398048137816
"308","2003-08-19",0.308408,133688800,0.29890358,1002.34997558594,55.7726236070673
"309","2003-08-20",0.318881,273212800,0.30006618,1000.29998779297,57.5706269230272
"310","2003-08-21",0.329049,255326400,0.3013502,1003.27001953125,59.2134322397492
"311","2003-08-22",0.316907,250264000,0.30229424,993.059997558594,56.5457898459175
"312","2003-08-25",0.316604,137782400,0.30333848,993.710021972656,56.4809049620845
"313","2003-08-26",0.319487,164959200,0.30418234,996.72998046875,56.9598693588677
"314","2003-08-27",0.326013,225702400,0.30518102,996.789978027344,58.0265563206701
"315","2003-08-28",0.33679,319625600,0.30611292,1002.84002685547,59.7091561173732
"316","2003-08-29",0.343164,263155200,0.30716624,1008.01000976562,60.6610283126511
"317","2003-09-02",0.346807,242132800,0.3082742,1021.98999023438,61.1956141403183
"318","2003-09-03",0.348324,268828000,0.309455,1026.27001953125,61.4184256956979
"319","2003-09-04",0.346504,199780000,0.3106844,1027.96997070312,60.9896126970375
"320","2003-09-05",0.341495,240133600,0.3117195,1021.39001464844,59.8171928986399
"321","2003-09-08",0.345137,167244000,0.31276674,1031.64001464844,60.382268495133
"322","2003-09-09",0.339521,180370400,0.31387166,1023.16998291016,59.0752014801271
"323","2003-09-10",0.336638,224890400,0.31481874,1010.91998291016,58.4126009046114
"324","2003-09-11",0.342405,213684800,0.31587204,1016.41998291016,59.3432401740522
"325","2003-09-12",0.350601,179989600,0.31703464,1018.63000488281,60.6210159363785
"326","2003-09-15",0.337093,226844800,0.31796958,1014.80999755859,57.5777210534639
"327","2003-09-16",0.33937,269007200,0.31872544,1029.31994628906,57.9408998401431
"328","2003-09-17",0.335727,289396800,0.31924754,1025.96997070312,57.1422836365641
"329","2003-09-18",0.347262,252907200,0.32015514,1039.57995605469,58.9695162265124
"330","2003-09-19",0.342709,205956800,0.3210658,1036.30004882812,57.9739246963485
"331","2003-09-22",0.33512,179821600,0.32174272,1022.82000732422,56.3558471246888
"332","2003-09-23",0.340433,132451200,0.32251072,1029.03002929688,57.2089836553982
"333","2003-09-24",0.323585,301285600,0.32302978,1009.38000488281,53.8052250869626
"334","2003-09-25",0.310077,574380800,0.32319978,1003.27001953125,51.3077008645758
"335","2003-09-26",0.314023,347250400,0.32313602,996.849975585938,51.9722785896319
"336","2003-09-29",0.323282,365702400,0.32326958,1006.58001708984,53.4918958542125
"337","2003-09-30",0.314479,285426400,0.32330298,995.969970703125,51.8987351005432
"338","2003-10-01",0.315541,236112800,0.32329994,1018.21997070312,52.0745225719045
"339","2003-10-02",0.312202,204058400,0.32323316,1020.23999023438,51.4712119469951
"340","2003-10-03",0.329201,299600000,0.32359134,1029.84997558594,54.2258146810672
"341","2003-10-06",0.338308,268329600,0.323819,1034.34997558594,55.6034848185214
"342","2003-10-07",0.352423,418174400,0.32449594,1039.25,57.6206930783209
"343","2003-10-08",0.349995,428668800,0.32520626,1033.78002929688,57.1647366545589
"344","2003-10-09",0.355914,347748800,0.32616852,1038.72998046875,57.9915433205832
"345","2003-10-10",0.359404,174837600,0.32695774,1038.06005859375,58.4738947265063
"346","2003-10-13",0.369573,279865600,0.32805658,1045.34997558594,59.844457553604
"347","2003-10-14",0.372609,275419200,0.32907044,1049.47998046875,60.2442041446353
"348","2003-10-15",0.376707,610103200,0.3304182,1046.76000976562,60.7818884265291
"349","2003-10-16",0.352878,975682400,0.33151704,1050.06994628906,56.2663212380205
"350","2003-10-17",0.345289,359811200,0.33237304,1039.31994628906,54.9398355041924
"351","2003-10-20",0.352423,279132000,0.33345976,1044.68005371094,55.9362109104697
"352","2003-10-21",0.351816,176461600,0.33452828,1046.03002929688,55.8290470506003
"353","2003-10-22",0.345441,161599200,0.33545714,1030.35998535156,54.7056796261921
"354","2003-10-23",0.348932,165211200,0.33631012,1033.77001953125,55.2092814039052
"355","2003-10-24",0.343012,219856000,0.33710846,1028.91003417969,54.1670879242083
"356","2003-10-27",0.343012,162013600,0.33798572,1031.13000488281,54.1670879242083
"357","2003-10-28",0.360011,251714400,0.33901172,1046.7900390625,56.615733752428
