"","Date","Adj.Close","Volume","SMA_50","rsi","GSPC"
"2003-02-11","2003-02-11",1.039,133580000,1.08581,50.368629397085,829.200012207031
"2003-02-12","2003-02-12",1.0565,108678000,1.08359,51.1348219272141,818.679992675781
"2003-02-13","2003-02-13",1.003,231536000,1.07954,48.7853920649289,817.369995117188
"2003-02-14","2003-02-14",1.003,132506000,1.07586,48.7853920649289,834.890014648438
"2003-02-18","2003-02-18",1.0695,157998000,1.07386,51.6599353336443,851.169982910156
"2003-02-19","2003-02-19",1.0595,109416000,1.07247,51.2188153543714,845.130004882812
"2003-02-20","2003-02-20",1.068,83396000,1.07122,51.5774422336224,837.099975585938
"2003-02-21","2003-02-21",1.089,144156000,1.07132,52.4585694747676,848.169982910156
"2003-02-24","2003-02-24",1.089,138732000,1.07124,52.4585694747676,832.580017089844
"2003-02-25","2003-02-25",1.094,112480000,1.07099,52.6720734436937,838.570007324219
"2003-02-26","2003-02-26",1.082,82426000,1.07033,52.0990820724257,827.549987792969
"2003-02-27","2003-02-27",1.081,101526000,1.06977,52.0509305066044,837.280029296875
"2003-02-28","2003-02-28",1.1005,93742000,1.06927,52.9167657399479,841.150024414062
"2003-03-03","2003-03-03",1.0905,89606000,1.06862,52.4214268516029,834.809997558594
"2003-03-04","2003-03-04",1.1135,108686000,1.06879,53.4442134105053,821.989990234375
"2003-03-05","2003-03-05",1.121,103208000,1.06952,53.7748585932155,829.849975585938
"2003-03-06","2003-03-06",1.1345,108548000,1.07028,54.3700830992566,822.099975585938
"2003-03-07","2003-03-07",1.1485,116968000,1.07101,54.9834799891398,828.890014648438
"2003-03-10","2003-03-10",1.144,88120000,1.07201,54.7421199697834,807.47998046875
"2003-03-11","2003-03-11",1.139,80682000,1.07449,54.4710146485868,800.72998046875
"2003-03-12","2003-03-12",1.168,111462000,1.07899,55.7674753642252,804.190002441406
"2003-03-13","2003-03-13",1.221,224178000,1.08416,57.9979368028455,831.900024414062
"2003-03-14","2003-03-14",1.2355,178156000,1.08998,58.581005168034,833.27001953125
"2003-03-17","2003-03-17",1.3275,302498000,1.09696,61.9965862067212,862.789978027344
"2003-03-18","2003-03-18",1.339,174996000,1.10322,62.3921598690746,866.450012207031
"2003-03-19","2003-03-19",1.327,169620000,1.10906,61.7082420034476,874.02001953125
"2003-03-20","2003-03-20",1.3725,187524000,1.11496,63.2661608977407,875.669982910156
"2003-03-21","2003-03-21",1.3965,213154000,1.12187,64.0533398789795,895.789978027344
"2003-03-24","2003-03-24",1.3115,206810000,1.12665,59.4493417026302,864.22998046875
"2003-03-25","2003-03-25",1.345,144264000,1.13223,60.5885837157349,874.739990234375
"2003-03-26","2003-03-26",1.388,147514000,1.13795,61.9873422268068,869.950012207031
"2003-03-27","2003-03-27",1.3885,212842000,1.14298,62.0033418689666,868.52001953125
"2003-03-28","2003-03-28",1.359,128740000,1.14789,60.4708931731051,863.5
"2003-03-31","2003-03-31",1.3015,184296000,1.15212,57.637569553358,848.179992675781
"2003-04-01","2003-04-01",1.277,195480000,1.15626,56.4868499724891,858.47998046875
"2003-04-02","2003-04-02",1.319,132460000,1.16156,57.9552131385051,880.900024414062
"2003-04-03","2003-04-03",1.3325,146488000,1.16704,58.4154715890264,876.450012207031
"2003-04-04","2003-04-04",1.311,121456000,1.17147,57.3944411549419,878.849975585938
"2003-04-07","2003-04-07",1.341,144608000,1.17618,58.4290059320863,879.929992675781
"2003-04-08","2003-04-08",1.326,108072000,1.18092,57.7139888100757,878.289978027344
"2003-04-09","2003-04-09",1.253,239178000,1.18436,54.4076053271857,865.989990234375
"2003-04-10","2003-04-10",1.2835,186224000,1.18795,55.4946187575255,871.580017089844
"2003-04-11","2003-04-11",1.2875,137980000,1.19188,55.6361700664041,868.299987792969
"2003-04-14","2003-04-14",1.2525,208342000,1.19508,54.0998846271114,885.22998046875
"2003-04-15","2003-04-15",1.2565,126828000,1.19805,54.2472152128315,890.809997558594
"2003-04-16","2003-04-16",1.219,185890000,1.20038,52.6310987903879,879.909973144531
"2003-04-17","2003-04-17",1.2495,135798000,1.2032,53.7740406063474,893.580017089844
"2003-04-21","2003-04-21",1.2625,142646000,1.20636,54.2541055362934,892.010009765625
"2003-04-22","2003-04-22",1.279,137372000,1.2105,54.8612300946112,911.369995117188
"2003-04-23","2003-04-23",1.2715,177002000,1.21453,54.5255849329228,919.02001953125
"2003-04-24","2003-04-24",1.256,352066000,1.21887,53.8310602427919,911.429992675781
"2003-04-25","2003-04-25",1.4485,799448000,1.22671,60.2479076800106,898.809997558594
"2003-04-28","2003-04-28",1.4555,316020000,1.23576,60.451864005629,914.840026855469
